case_id,sku,sku_name,category,supplier,supplier_name,platform,language,region,amount,date,similarity,same_item,defect_tags,defect_description,consistency,outcome,mode
RG-000276,AMZ-P21439,Home · P21439,小家电,S6,海贸乱发(劣),Amazon,en,US,193.58,2025-06-29,0.883,True,商品缺件,Missing parts,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000277,AMZ-P23762,Toys · P23762,饰品配件,S6,海贸乱发(劣),Amazon,en,US,32.92,2024-12-28,0.886,True,商品缺件,Missing parts,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000278,AMZ-P20813,Clothing · P20813,服饰鞋包,S7,锐捷制造,Amazon,en,US,40.98,2025-05-18,0.93,True,无明显瑕疵,Changed mind,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000279,AMZ-P22263,Home · P22263,小家电,S6,海贸乱发(劣),Amazon,en,US,90.03,2025-06-14,0.651,False,货不对板,Wrong item,存在差异（货不对板 / 运输或质量瑕疵）,赢,dataset
RG-000280,AMZ-P23945,Clothing · P23945,服饰鞋包,S3,鑫源电子(劣),Amazon,en,US,59.6,2025-04-21,0.879,True,功能故障,Quality issue,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000281,AMZ-P22078,Home · P22078,小家电,S6,海贸乱发(劣),Amazon,en,US,101.2,2025-03-22,0.846,True,货不对板,Size/fit issue,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000282,AMZ-P23528,Beauty · P23528,饰品配件,S7,锐捷制造,Amazon,en,US,130.73,2026-07-11,0.93,True,无明显瑕疵,Late delivery,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000283,AMZ-P20860,Clothing · P20860,服饰鞋包,S3,鑫源电子(劣),Amazon,en,US,72.62,2026-04-26,0.864,True,功能故障,Quality issue,存在差异（货不对板 / 运输或质量瑕疵）,赢,dataset
RG-000284,AMZ-P23997,Clothing · P23997,服饰鞋包,S7,锐捷制造,Amazon,en,US,86.7,2026-01-23,0.909,True,无明显瑕疵,Changed mind,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000285,AMZ-P20982,Home · P20982,小家电,S6,海贸乱发(劣),Amazon,en,US,70.97,2026-08-13,0.604,False,货不对板,Wrong item,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000286,AMZ-P21548,Home · P21548,小家电,S6,海贸乱发(劣),Amazon,en,US,103.57,2026-07-25,0.666,False,货不对板,Wrong item,存在差异（货不对板 / 运输或质量瑕疵）,赢,dataset
RG-000287,AMZ-P23664,Home · P23664,小家电,S6,海贸乱发(劣),Amazon,en,US,51.5,2025-06-30,0.613,False,货不对板,Wrong item,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000288,AMZ-P21208,Toys · P21208,饰品配件,S7,锐捷制造,Amazon,en,US,110.03,2025-08-10,0.925,True,无明显瑕疵,Duplicate order,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000289,AMZ-P22235,Toys · P22235,饰品配件,S7,锐捷制造,Amazon,en,US,430.65,2025-04-13,0.887,True,无明显瑕疵,Late delivery,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000290,AMZ-P22279,Sports · P22279,服饰鞋包,S3,鑫源电子(劣),Amazon,en,US,83.95,2025-12-08,0.882,True,功能故障,Quality issue,存在差异（货不对板 / 运输或质量瑕疵）,部分退款,dataset
RG-000291,AMZ-P23449,Clothing · P23449,服饰鞋包,S6,海贸乱发(劣),Amazon,en,US,191.32,2025-03-02,0.623,False,货不对板,Not as described,存在差异（货不对板 / 运输或质量瑕疵）,部分退款,dataset
RG-000292,AMZ-P21039,Electronics · P21039,3C数码,S6,海贸乱发(劣),Amazon,en,US,35.33,2025-10-04,0.63,False,货不对板,Not as described,存在差异（货不对板 / 运输或质量瑕疵）,赢,dataset
RG-000293,AMZ-P20265,Beauty · P20265,饰品配件,S7,锐捷制造,Amazon,en,US,23.59,2026-06-30,0.902,True,无明显瑕疵,Late delivery,一致（疑似非质量原因，倾向买家责任）,部分退款,dataset
RG-000294,AMZ-P21771,Clothing · P21771,服饰鞋包,S3,鑫源电子(劣),Amazon,en,US,339.08,2025-06-14,0.888,True,外包装破损,Damaged,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000295,AMZ-P21630,Clothing · P21630,服饰鞋包,S6,海贸乱发(劣),Amazon,en,US,188.96,2026-02-12,0.857,True,货不对板,Size/fit issue,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000296,AMZ-P21002,Sports · P21002,服饰鞋包,S3,鑫源电子(劣),Amazon,en,US,329.74,2025-07-24,0.899,True,功能故障,Quality issue,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000297,AMZ-P23546,Clothing · P23546,服饰鞋包,S3,鑫源电子(劣),Amazon,en,US,463.77,2025-01-08,0.905,True,外包装破损,Damaged,存在差异（货不对板 / 运输或质量瑕疵）,赢,dataset
RG-000298,AMZ-P20305,Home · P20305,小家电,S3,鑫源电子(劣),Amazon,en,US,109.35,2026-06-07,0.892,True,功能故障,Quality issue,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000299,AMZ-P22721,Beauty · P22721,饰品配件,S7,锐捷制造,Amazon,en,US,73.38,2025-12-27,0.919,True,无明显瑕疵,Changed mind,一致（疑似非质量原因，倾向买家责任）,输,dataset
RG-000300,AMZ-P22336,Home · P22336,小家电,S6,海贸乱发(劣),Amazon,en,US,75.59,2025-02-16,0.64,False,货不对板,Not as described,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000301,AMZ-P22574,Electronics · P22574,3C数码,S3,鑫源电子(劣),Amazon,en,US,18.47,2025-10-13,0.85,True,外包装破损,Damaged,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000302,AMZ-P20667,Home · P20667,小家电,S6,海贸乱发(劣),Amazon,en,US,74.46,2026-02-19,0.633,False,货不对板,Not as described,存在差异（货不对板 / 运输或质量瑕疵）,部分退款,dataset
RG-000303,AMZ-P22302,Toys · P22302,饰品配件,S6,海贸乱发(劣),Amazon,en,US,82.29,2026-02-20,0.879,True,商品缺件,Missing parts,存在差异（货不对板 / 运输或质量瑕疵）,赢,dataset
RG-000304,AMZ-P20277,Electronics · P20277,3C数码,S6,海贸乱发(劣),Amazon,en,US,860.37,2025-06-16,0.839,True,货不对板,Size/fit issue,存在差异（货不对板 / 运输或质量瑕疵）,赢,dataset
RG-000305,AMZ-P22457,Home · P22457,小家电,S3,鑫源电子(劣),Amazon,en,US,120.82,2026-05-05,0.862,True,功能故障,Quality issue,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000306,AMZ-P20214,Home · P20214,小家电,S6,海贸乱发(劣),Amazon,en,US,39.38,2025-07-03,0.825,True,货不对板,Size/fit issue,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000307,AMZ-P21939,Electronics · P21939,3C数码,S7,锐捷制造,Amazon,en,US,39.46,2026-04-14,0.93,True,无明显瑕疵,Changed mind,一致（疑似非质量原因，倾向买家责任）,部分退款,dataset
RG-000308,AMZ-P22373,Home · P22373,小家电,S7,锐捷制造,Amazon,en,US,39.12,2025-08-07,0.912,True,无明显瑕疵,Duplicate order,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000309,AMZ-P22761,Toys · P22761,饰品配件,S7,锐捷制造,Amazon,en,US,119.51,2026-07-21,0.878,True,无明显瑕疵,Duplicate order,一致（疑似非质量原因，倾向买家责任）,部分退款,dataset
RG-000310,AMZ-P20650,Home · P20650,小家电,S7,锐捷制造,Amazon,en,US,66.32,2025-09-22,0.896,True,无明显瑕疵,Changed mind,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000311,AMZ-P23839,Home · P23839,小家电,S6,海贸乱发(劣),Amazon,en,US,166.61,2026-02-13,0.664,False,货不对板,Wrong item,存在差异（货不对板 / 运输或质量瑕疵）,赢,dataset
RG-000312,AMZ-P22676,Clothing · P22676,服饰鞋包,S7,锐捷制造,Amazon,en,US,95.52,2025-08-19,0.943,True,无明显瑕疵,Duplicate order,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000313,AMZ-P23309,Electronics · P23309,3C数码,S3,鑫源电子(劣),Amazon,en,US,230.28,2026-01-28,0.868,True,功能故障,Quality issue,存在差异（货不对板 / 运输或质量瑕疵）,赢,dataset
RG-000314,AMZ-P23906,Electronics · P23906,3C数码,S3,鑫源电子(劣),Amazon,en,US,85.77,2026-01-20,0.897,True,功能故障,Quality issue,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000315,AMZ-P23817,Home · P23817,小家电,S7,锐捷制造,Amazon,en,US,272.9,2025-03-15,0.889,True,无明显瑕疵,Changed mind,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000316,AMZ-P22349,Home · P22349,小家电,S3,鑫源电子(劣),Amazon,en,US,238.77,2025-10-12,0.891,True,外包装破损,Damaged,存在差异（货不对板 / 运输或质量瑕疵）,赢,dataset
RG-000317,AMZ-P20132,Books · P20132,饰品配件,S6,海贸乱发(劣),Amazon,en,US,117.08,2026-02-21,0.642,False,货不对板,Not as described,存在差异（货不对板 / 运输或质量瑕疵）,赢,dataset
RG-000318,AMZ-P22076,Home · P22076,小家电,S7,锐捷制造,Amazon,en,US,153.16,2025-06-10,0.918,True,无明显瑕疵,Late delivery,一致（疑似非质量原因，倾向买家责任）,部分退款,dataset
RG-000319,AMZ-P21009,Clothing · P21009,服饰鞋包,S6,海贸乱发(劣),Amazon,en,US,245.24,2026-04-13,0.625,False,货不对板,Not as described,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000320,AMZ-P22133,Electronics · P22133,3C数码,S6,海贸乱发(劣),Amazon,en,US,27.78,2026-05-10,0.648,False,货不对板,Wrong item,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000321,AMZ-P22125,Clothing · P22125,服饰鞋包,S7,锐捷制造,Amazon,en,US,226.65,2025-05-13,0.922,True,无明显瑕疵,Changed mind,一致（疑似非质量原因，倾向买家责任）,输,dataset
RG-000322,AMZ-P23193,Home · P23193,小家电,S7,锐捷制造,Amazon,en,US,70.72,2025-08-09,0.927,True,无明显瑕疵,Changed mind,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000323,AMZ-P20491,Toys · P20491,饰品配件,S3,鑫源电子(劣),Amazon,en,US,254.32,2026-04-27,0.846,True,功能故障,Quality issue,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000324,AMZ-P20117,Beauty · P20117,饰品配件,S6,海贸乱发(劣),Amazon,en,US,143.89,2025-01-06,0.658,False,货不对板,Wrong item,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000325,AMZ-P23536,Home · P23536,小家电,S6,海贸乱发(劣),Amazon,en,US,284.85,2025-09-06,0.614,False,货不对板,Wrong item,存在差异（货不对板 / 运输或质量瑕疵）,赢,dataset
RG-000326,AMZ-P20705,Home · P20705,小家电,S7,锐捷制造,Amazon,en,US,20.55,2025-02-17,0.931,True,无明显瑕疵,Changed mind,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000327,AMZ-P21326,Electronics · P21326,3C数码,S3,鑫源电子(劣),Amazon,en,US,45.01,2025-04-06,0.848,True,外包装破损,Damaged,存在差异（货不对板 / 运输或质量瑕疵）,部分退款,dataset
RG-000328,AMZ-P23730,Electronics · P23730,3C数码,S6,海贸乱发(劣),Amazon,en,US,306.83,2025-04-11,0.883,True,商品缺件,Missing parts,存在差异（货不对板 / 运输或质量瑕疵）,赢,dataset
RG-000329,AMZ-P23576,Books · P23576,饰品配件,S7,锐捷制造,Amazon,en,US,236.13,2025-06-28,0.923,True,无明显瑕疵,Changed mind,一致（疑似非质量原因，倾向买家责任）,输,dataset
RG-000330,AMZ-P20504,Toys · P20504,饰品配件,S3,鑫源电子(劣),Amazon,en,US,185.28,2025-03-13,0.887,True,功能故障,Quality issue,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000331,AMZ-P23242,Electronics · P23242,3C数码,S6,海贸乱发(劣),Amazon,en,US,60.9,2025-08-06,0.841,True,货不对板,Size/fit issue,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000332,AMZ-P21484,Toys · P21484,饰品配件,S6,海贸乱发(劣),Amazon,en,US,277.42,2025-08-16,0.836,True,货不对板,Size/fit issue,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000333,AMZ-P20948,Home · P20948,小家电,S6,海贸乱发(劣),Amazon,en,US,43.08,2025-06-26,0.652,False,货不对板,Wrong item,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000334,AMZ-P20188,Toys · P20188,饰品配件,S7,锐捷制造,Amazon,en,US,110.54,2026-02-06,0.874,True,无明显瑕疵,Changed mind,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000335,AMZ-P21626,Toys · P21626,饰品配件,S7,锐捷制造,Amazon,en,US,51.36,2025-01-07,0.899,True,无明显瑕疵,Duplicate order,一致（疑似非质量原因，倾向买家责任）,部分退款,dataset
RG-000336,AMZ-P20771,Books · P20771,饰品配件,S6,海贸乱发(劣),Amazon,en,US,216.95,2025-01-27,0.637,False,货不对板,Wrong item,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000337,AMZ-P22544,Clothing · P22544,服饰鞋包,S3,鑫源电子(劣),Amazon,en,US,167.44,2025-05-12,0.937,True,功能故障,Quality issue,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000338,AMZ-P20874,Electronics · P20874,3C数码,S6,海贸乱发(劣),Amazon,en,US,173.53,2026-08-10,0.85,True,货不对板,Size/fit issue,存在差异（货不对板 / 运输或质量瑕疵）,部分退款,dataset
RG-000339,AMZ-P21094,Clothing · P21094,服饰鞋包,S3,鑫源电子(劣),Amazon,en,US,21.78,2025-07-25,0.882,True,外包装破损,Damaged,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000340,AMZ-P23894,Electronics · P23894,3C数码,S6,海贸乱发(劣),Amazon,en,US,84.68,2025-09-01,0.615,False,货不对板,Not as described,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000341,AMZ-P20339,Sports · P20339,服饰鞋包,S6,海贸乱发(劣),Amazon,en,US,97.05,2025-07-01,0.628,False,货不对板,Wrong item,存在差异（货不对板 / 运输或质量瑕疵）,部分退款,dataset
RG-000342,AMZ-P21925,Electronics · P21925,3C数码,S3,鑫源电子(劣),Amazon,en,US,246.9,2025-02-08,0.847,True,外包装破损,Damaged,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000343,AMZ-P20470,Home · P20470,小家电,S6,海贸乱发(劣),Amazon,en,US,117.53,2026-01-22,0.62,False,货不对板,Wrong item,存在差异（货不对板 / 运输或质量瑕疵）,赢,dataset
RG-000344,AMZ-P23261,Toys · P23261,饰品配件,S6,海贸乱发(劣),Amazon,en,US,215.37,2026-07-17,0.864,True,货不对板,Size/fit issue,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000345,AMZ-P22689,Electronics · P22689,3C数码,S3,鑫源电子(劣),Amazon,en,US,422.05,2025-05-17,0.903,True,功能故障,Quality issue,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000346,AMZ-P21396,Toys · P21396,饰品配件,S3,鑫源电子(劣),Amazon,en,US,134.2,2026-04-23,0.873,True,功能故障,Quality issue,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000347,AMZ-P22357,Electronics · P22357,3C数码,S7,锐捷制造,Amazon,en,US,170.19,2026-07-07,0.92,True,无明显瑕疵,Duplicate order,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000348,AMZ-P20384,Clothing · P20384,服饰鞋包,S3,鑫源电子(劣),Amazon,en,US,75.38,2025-11-09,0.854,True,外包装破损,Damaged,存在差异（货不对板 / 运输或质量瑕疵）,部分退款,dataset
RG-000349,AMZ-P21257,Clothing · P21257,服饰鞋包,S7,锐捷制造,Amazon,en,US,36.72,2026-08-02,0.933,True,无明显瑕疵,Late delivery,一致（疑似非质量原因，倾向买家责任）,部分退款,dataset
RG-000350,AMZ-P23092,Home · P23092,小家电,S7,锐捷制造,Amazon,en,US,139.97,2026-01-21,0.911,True,无明显瑕疵,Changed mind,一致（疑似非质量原因，倾向买家责任）,部分退款,dataset
RG-000351,AMZ-P23689,Clothing · P23689,服饰鞋包,S6,海贸乱发(劣),Amazon,en,US,18.81,2025-02-02,0.606,False,货不对板,Wrong item,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000352,AMZ-P20204,Beauty · P20204,饰品配件,S6,海贸乱发(劣),Amazon,en,US,427.4,2025-08-26,0.623,False,货不对板,Not as described,存在差异（货不对板 / 运输或质量瑕疵）,赢,dataset
RG-000353,AMZ-P20427,Electronics · P20427,3C数码,S6,海贸乱发(劣),Amazon,en,US,17.9,2025-03-30,0.908,True,商品缺件,Missing parts,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000354,AMZ-P20622,Electronics · P20622,3C数码,S3,鑫源电子(劣),Amazon,en,US,323.08,2026-01-29,0.889,True,外包装破损,Damaged,存在差异（货不对板 / 运输或质量瑕疵）,部分退款,dataset
RG-000355,AMZ-P23397,Home · P23397,小家电,S6,海贸乱发(劣),Amazon,en,US,180.44,2025-01-23,0.665,False,货不对板,Wrong item,存在差异（货不对板 / 运输或质量瑕疵）,部分退款,dataset
RG-000356,AMZ-P20271,Clothing · P20271,服饰鞋包,S6,海贸乱发(劣),Amazon,en,US,147.23,2025-01-03,0.874,True,商品缺件,Missing parts,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000357,AMZ-P20633,Toys · P20633,饰品配件,S6,海贸乱发(劣),Amazon,en,US,118.76,2025-10-30,0.667,False,货不对板,Wrong item,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000358,AMZ-P22374,Toys · P22374,饰品配件,S7,锐捷制造,Amazon,en,US,372.96,2026-01-18,0.934,True,无明显瑕疵,Changed mind,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000359,AMZ-P21120,Books · P21120,饰品配件,S6,海贸乱发(劣),Amazon,en,US,211.62,2026-04-03,0.875,True,商品缺件,Missing parts,存在差异（货不对板 / 运输或质量瑕疵）,部分退款,dataset
RG-000360,AMZ-P21481,Sports · P21481,服饰鞋包,S6,海贸乱发(劣),Amazon,en,US,306.31,2026-05-05,0.815,False,货不对板,Size/fit issue,存在差异（货不对板 / 运输或质量瑕疵）,部分退款,dataset
RG-000361,AMZ-P20975,Electronics · P20975,3C数码,S6,海贸乱发(劣),Amazon,en,US,157.72,2025-06-03,0.625,False,货不对板,Wrong item,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000362,AMZ-P20879,Toys · P20879,饰品配件,S6,海贸乱发(劣),Amazon,en,US,209.5,2025-09-01,0.624,False,货不对板,Wrong item,存在差异（货不对板 / 运输或质量瑕疵）,赢,dataset
RG-000363,AMZ-P21277,Beauty · P21277,饰品配件,S3,鑫源电子(劣),Amazon,en,US,236.07,2025-05-08,0.879,True,功能故障,Quality issue,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000364,AMZ-P23914,Beauty · P23914,饰品配件,S6,海贸乱发(劣),Amazon,en,US,70.58,2025-06-04,0.65,False,货不对板,Wrong item,存在差异（货不对板 / 运输或质量瑕疵）,赢,dataset
RG-000365,AMZ-P20043,Toys · P20043,饰品配件,S6,海贸乱发(劣),Amazon,en,US,685.68,2026-05-21,0.611,False,货不对板,Not as described,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000366,AMZ-P22608,Beauty · P22608,饰品配件,S3,鑫源电子(劣),Amazon,en,US,929.66,2025-10-06,0.884,True,外包装破损,Damaged,存在差异（货不对板 / 运输或质量瑕疵）,部分退款,dataset
RG-000367,AMZ-P23677,Electronics · P23677,3C数码,S3,鑫源电子(劣),Amazon,en,US,34.89,2026-06-15,0.884,True,外包装破损,Damaged,存在差异（货不对板 / 运输或质量瑕疵）,赢,dataset
RG-000368,AMZ-P20933,Toys · P20933,饰品配件,S7,锐捷制造,Amazon,en,US,182.72,2025-11-29,0.92,True,无明显瑕疵,Late delivery,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000369,AMZ-P22369,Clothing · P22369,服饰鞋包,S6,海贸乱发(劣),Amazon,en,US,115.09,2025-09-11,0.653,False,货不对板,Wrong item,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000370,AMZ-P21629,Clothing · P21629,服饰鞋包,S7,锐捷制造,Amazon,en,US,54.77,2025-10-05,0.884,True,无明显瑕疵,Duplicate order,一致（疑似非质量原因，倾向买家责任）,部分退款,dataset
RG-000371,AMZ-P20184,Clothing · P20184,服饰鞋包,S6,海贸乱发(劣),Amazon,en,US,161.28,2026-05-09,0.672,False,货不对板,Not as described,存在差异（货不对板 / 运输或质量瑕疵）,部分退款,dataset
RG-000372,AMZ-P22448,Electronics · P22448,3C数码,S3,鑫源电子(劣),Amazon,en,US,129.14,2026-02-28,0.896,True,外包装破损,Damaged,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000373,AMZ-P22888,Toys · P22888,饰品配件,S6,海贸乱发(劣),Amazon,en,US,36.52,2025-01-09,0.858,True,货不对板,Size/fit issue,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000374,AMZ-P23247,Electronics · P23247,3C数码,S6,海贸乱发(劣),Amazon,en,US,171.12,2026-01-05,0.662,False,货不对板,Wrong item,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000375,AMZ-P21848,Clothing · P21848,服饰鞋包,S6,海贸乱发(劣),Amazon,en,US,67.83,2026-02-12,0.676,False,货不对板,Wrong item,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000376,AMZ-P21021,Clothing · P21021,服饰鞋包,S3,鑫源电子(劣),Amazon,en,US,103.89,2026-03-08,0.861,True,外包装破损,Damaged,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000377,AMZ-P21006,Clothing · P21006,服饰鞋包,S6,海贸乱发(劣),Amazon,en,US,86.94,2026-03-22,0.898,True,商品缺件,Missing parts,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000378,AMZ-P22567,Home · P22567,小家电,S7,锐捷制造,Amazon,en,US,291.98,2026-05-27,0.897,True,无明显瑕疵,Duplicate order,一致（疑似非质量原因，倾向买家责任）,部分退款,dataset
RG-000379,AMZ-P22821,Toys · P22821,饰品配件,S3,鑫源电子(劣),Amazon,en,US,85.86,2025-01-23,0.897,True,外包装破损,Damaged,存在差异（货不对板 / 运输或质量瑕疵）,部分退款,dataset
RG-000380,AMZ-P21639,Toys · P21639,饰品配件,S6,海贸乱发(劣),Amazon,en,US,753.9,2025-06-14,0.867,True,货不对板,Size/fit issue,存在差异（货不对板 / 运输或质量瑕疵）,赢,dataset
RG-000381,AMZ-P22099,Books · P22099,饰品配件,S6,海贸乱发(劣),Amazon,en,US,1314.62,2025-09-12,0.675,False,货不对板,Not as described,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000382,AMZ-P22302,Clothing · P22302,服饰鞋包,S3,鑫源电子(劣),Amazon,en,US,182.82,2025-12-04,0.902,True,外包装破损,Damaged,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000383,AMZ-P20995,Electronics · P20995,3C数码,S3,鑫源电子(劣),Amazon,en,US,27.46,2025-07-14,0.882,True,功能故障,Quality issue,存在差异（货不对板 / 运输或质量瑕疵）,部分退款,dataset
RG-000384,AMZ-P22646,Toys · P22646,饰品配件,S6,海贸乱发(劣),Amazon,en,US,230.34,2025-12-12,0.857,True,货不对板,Size/fit issue,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000385,AMZ-P23680,Beauty · P23680,饰品配件,S7,锐捷制造,Amazon,en,US,621.65,2025-02-28,0.874,True,无明显瑕疵,Duplicate order,一致（疑似非质量原因，倾向买家责任）,部分退款,dataset
RG-000386,AMZ-P21572,Electronics · P21572,3C数码,S7,锐捷制造,Amazon,en,US,107.15,2025-02-24,0.897,True,无明显瑕疵,Changed mind,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000387,AMZ-P21437,Home · P21437,小家电,S3,鑫源电子(劣),Amazon,en,US,37.28,2026-05-14,0.846,True,外包装破损,Damaged,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000388,AMZ-P21980,Books · P21980,饰品配件,S7,锐捷制造,Amazon,en,US,90.77,2026-06-23,0.914,True,无明显瑕疵,Duplicate order,一致（疑似非质量原因，倾向买家责任）,部分退款,dataset
RG-000389,AMZ-P21835,Clothing · P21835,服饰鞋包,S6,海贸乱发(劣),Amazon,en,US,536.98,2025-01-24,0.676,False,货不对板,Wrong item,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000390,AMZ-P23194,Home · P23194,小家电,S6,海贸乱发(劣),Amazon,en,US,43.63,2024-12-24,0.848,True,货不对板,Size/fit issue,存在差异（货不对板 / 运输或质量瑕疵）,赢,dataset
RG-000391,AMZ-P20271,Electronics · P20271,3C数码,S6,海贸乱发(劣),Amazon,en,US,13.8,2026-05-14,0.868,True,商品缺件,Missing parts,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000392,AMZ-P23285,Beauty · P23285,饰品配件,S7,锐捷制造,Amazon,en,US,62.43,2026-03-02,0.92,True,无明显瑕疵,Late delivery,一致（疑似非质量原因，倾向买家责任）,部分退款,dataset
RG-000393,AMZ-P22948,Home · P22948,小家电,S7,锐捷制造,Amazon,en,US,145.47,2025-01-30,0.905,True,无明显瑕疵,Late delivery,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000394,AMZ-P21537,Home · P21537,小家电,S3,鑫源电子(劣),Amazon,en,US,43.03,2025-08-05,0.869,True,功能故障,Quality issue,存在差异（货不对板 / 运输或质量瑕疵）,部分退款,dataset
RG-000395,AMZ-P20999,Beauty · P20999,饰品配件,S3,鑫源电子(劣),Amazon,en,US,248.38,2026-02-15,0.862,True,功能故障,Quality issue,存在差异（货不对板 / 运输或质量瑕疵）,部分退款,dataset
RG-000396,AMZ-P22315,Electronics · P22315,3C数码,S6,海贸乱发(劣),Amazon,en,US,185.39,2025-01-23,0.84,True,货不对板,Size/fit issue,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000397,AMZ-P21752,Electronics · P21752,3C数码,S7,锐捷制造,Amazon,en,US,73.67,2026-04-22,0.924,True,无明显瑕疵,Changed mind,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000398,AMZ-P20623,Clothing · P20623,服饰鞋包,S6,海贸乱发(劣),Amazon,en,US,35.81,2026-01-22,0.861,True,货不对板,Size/fit issue,存在差异（货不对板 / 运输或质量瑕疵）,部分退款,dataset
RG-000399,AMZ-P21648,Home · P21648,小家电,S6,海贸乱发(劣),Amazon,en,US,117.09,2026-03-22,0.893,True,货不对板,Size/fit issue,存在差异（货不对板 / 运输或质量瑕疵）,部分退款,dataset
RG-000400,AMZ-P23653,Beauty · P23653,饰品配件,S3,鑫源电子(劣),Amazon,en,US,84.12,2025-11-22,0.852,True,外包装破损,Damaged,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000401,AMZ-P21624,Home · P21624,小家电,S6,海贸乱发(劣),Amazon,en,US,77.07,2026-05-16,0.829,True,货不对板,Size/fit issue,存在差异（货不对板 / 运输或质量瑕疵）,赢,dataset
